Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
08/05/2016 12:00:00 AM,Complete,Special Event,Community,,S Spencer Street International Block Party,S16SE428,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Beacon Hill,2,South,So Spencer Street Steering Committee,320
04/13/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Children's Health Fair,S16SE248,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Seattle Children's,1650
07/26/2016 12:00:00 AM,Complete,Special Event,Community,,SODO Flea,S16SE410,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Duwamish / SODO,2,West,Rejuvenation,700
07/05/2016 12:00:00 AM,Complete,Special Event,Community,,Van Haven,S16SE385,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Georgetown,2,South,TNE Network,550
06/07/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Design Festival Block Party,S16SE337,09/10/2016 12:00:00 AM,09/11/2016 12:00:00 AM,,Pioneer Square,7,West,Design in Public (Pacific Northwest Center for Architecture and Design),2000
08/29/2016 12:00:00 AM,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally (9.9),S16SE448,09/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,,University District,4,North,University of Washington Husky Marching Band,1000
06/29/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Baby and Co 40th Anniversary Celebration,S16SE374,09/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,,Downtown,7,West,Baby & Company,125
07/20/2016 12:00:00 AM,Complete,Special Event,Commercial,,HRS Back to School BBQ,S16SE403,09/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,,Beacon Hill,3,South,Hamlin Robinson School,500
12/01/2015 12:00:00 AM,Issued,Special Event,Mixed Free Speech,,San Gennaro Festival,S16SE004,09/09/2016 12:00:00 AM,09/11/2016 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation - Seattle,2010
09/09/2016 12:00:00 AM,Complete,Valet Parking,,,Gail & Rice Media Drive,S16SE460,09/09/2016 12:00:00 AM,09/17/2016 12:00:00 AM,,Downtown,7,West,"Gail & Rice, Inc.",200
08/10/2016 12:00:00 AM,Complete,Special Event,Community,,PAX West - Magic the Gathering Procession,S16SE432,09/03/2016 12:00:00 AM,09/03/2016 12:00:00 AM,,Downtown,3,West,Siteline Productions,25
02/16/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,US Gaelic Athletic Association Finals,S16SE135,09/02/2016 12:00:00 AM,09/04/2016 12:00:00 AM,,Laurelhurst / Sand Point,4,North,Irish Heritage Club/Seattle Gaels,7500
06/23/2016 12:00:00 AM,Complete,Special Event,Commercial,,PAX West,S16SE362,09/02/2016 12:00:00 AM,09/05/2016 12:00:00 AM,,Downtown,7,West,WSCC,100000
07/14/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,PAX 5K,S16SE395,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Run for Good Racing Co. / Reed Pop,310
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (8.30),S16AU314,08/30/2016 12:00:00 AM,08/30/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
12/07/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Alki Beach Run,S16AU023,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,Anchor Park,West Seattle,1,Southwest,Northwest Hope and Healing Foundation,1400
07/18/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,The Great Kilted Run,S16AU396,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc.",400
06/02/2016 12:00:00 AM,Complete,Special Event,Community,,Celebrate Little Saigon,S16AU333,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,International District,2,West,Friends of Little Saigon,330
07/08/2016 12:00:00 AM,Cancelled,Special Event,Community,,Chinatown International District Block Party,S16AU388,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,International District,2,West,Seattle Chinatown International District Preservation and Development Authority,500
06/10/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Blasts Off Community Summer Concert,S16AU358,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,Greenwood / Phinney Ridge,6,North,School of Rock,840
07/14/2016 12:00:00 AM,Complete,Special Event,Community,,Kawabe SummerFest!,S16AU394,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,Central District,3,East,Kawabe Memorial House,500
07/21/2016 12:00:00 AM,Complete,Special Event,Commercial,,Belltown Crush Block Party,S16AU404,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,Belltown,7,West,Plymouth Housing Group,425
08/05/2016 12:00:00 AM,Complete,Special Event,Community,,Emerald City Pet Rescue Second Annual Anniversary Event,S16AU427,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Duwamish / SODO,2,West,Emerald City Pet Rescue,300
04/11/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Summer Parkways - Ballard,S16AU242,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Ballard,6,North,Seattle Department of Transportation,3150
05/20/2016 12:00:00 AM,Complete,Special Event,Community,,Sustainable Ballard Festival,S16AU302,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Ballard Commons Park,Ballard,6,North,Sustainable Ballard,4100
06/19/2016 12:00:00 AM,Complete,Special Event,Community,,Tabernacle Missionary Baptist Church Community BBQ,S16AU354,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Madrona / Leschi,2,West,Tabernacle Missionary Baptist Church,350
06/27/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Daybreak Festival,S16AU369,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Ballard,6,North,"Daybreak, LLC",2100
02/09/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Slide the City,S16AU116,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Queen Anne,7,West,Slide the City LLC,6500
07/06/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon 10K Race,S16AU386,08/26/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Fremont,"4, 6",North,Seattle Marathon Association,1600
06/03/2016 12:00:00 AM,Complete,Special Event,Commercial,,Bumbershoot Festival [Street Use],S16SE335,08/26/2016 12:00:00 AM,09/08/2016 12:00:00 AM,,Queen Anne,7,West,"AEG Live NW, LLC",105600
05/31/2016 12:00:00 AM,Complete,Special Event,Community,,14/48:  Outdoors,S16AU318,08/24/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,Ballard,6,North,The 14/48 Projects,802
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (8.23),S16AU313,08/23/2016 12:00:00 AM,08/23/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
07/19/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet- Mortons Celebrity Steakout,S16AU400,08/23/2016 12:00:00 AM,08/23/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
08/08/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Smith Tower,S16AU430,08/23/2016 12:00:00 AM,08/24/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,70
01/20/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Park to Park Swim,S16AU056,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Laurelhurst / Sand Point,4,North,Seattle Children's Hospital Guild Association,375
07/13/2016 12:00:00 AM,Cancelled,Special Event,Community,,Rave Foundation Occidental Square Event,S16AU392,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,2,West,RAVE Foundation,160
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.21),S16AU078,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
07/25/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (8.21),S16AU406,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
06/13/2016 12:00:00 AM,Complete,Special Event,Commercial,,Rave Foundation Beer Garden at the NINETY,S16AU347,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,2,West,Rave Foundation,85
03/21/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,"UNCF Walk, Run, Bike for Education",S16AU195,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Central District,3,East,UNCF (United Negro College Fund),250
07/27/2016 12:00:00 AM,Complete,Special Event,Community,,Corson Building Wedding (8.20),S16AU412,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Georgetown,2,South,The Corson Building,68
12/09/2015 12:00:00 AM,Complete,Special Event,Community,,St. Therese Alumni Reunion Summer Block Party 2016,S16AU035,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Madrona / Leschi,3,East,St. Therese Alumni Reunion Planning Committee,550
03/14/2016 12:00:00 AM,Complete,Special Event,Commercial,,Belltown Arts Revue,S16AU175,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Belltown,7,West,Under the Needle Tattoo,400
03/02/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Women of Wonder Triathlon,S16AU155,08/20/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Mt. Baker / North Rainier,"2, 3",South,"Pro-Motion Events, Inc.",2700
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,Arts in Nature Festival,S16AU228,08/20/2016 12:00:00 AM,08/21/2016 12:00:00 AM,OTHER,West Seattle,1,West,Nature Consortium,1030
03/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Facebook Seattle at GasWorks Park,S16AU170,08/19/2016 12:00:00 AM,08/19/2016 12:00:00 AM,,Wallingford,4,North,Facebook Seattle,1050
12/08/2015 12:00:00 AM,Issued,Special Event,Mixed Free Speech,,Seattle Hempfest 2016,S16AU008,08/19/2016 12:00:00 AM,08/21/2016 12:00:00 AM,Myrtle Edwards Park,Downtown,7,West,Seattle Events A Non-Profit Corporation,108000
03/17/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Street Food Festival,S16AU187,08/19/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Piranha Blonde Interactive,25220
08/15/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S16AU434,08/18/2016 12:00:00 AM,08/18/2016 12:00:00 AM,,Downtown,7,West,Oromo Community Service of Seattle,400
12/03/2015 12:00:00 AM,Complete,Special Event,Athletic,Water,Swim for Life,S16AU022,08/17/2016 12:00:00 AM,08/17/2016 12:00:00 AM,Madison Park,Madison Park,3,East,Bloodworks Northwest (formerly Puget Sound Blood Center),350
08/12/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Ethiopian Community Public Protest,S16AU433,08/16/2016 12:00:00 AM,08/16/2016 12:00:00 AM,,Downtown,7,West,Ethiopians in Seattle,500
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (8.16),S16AU312,08/16/2016 12:00:00 AM,08/16/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
06/29/2016 12:00:00 AM,Complete,Special Event,Commercial,,VA Puget Sound Health Care System Employee Appreciation Picnic,S16AU378,08/16/2016 12:00:00 AM,08/16/2016 12:00:00 AM,,Beacon Hill,2,South,VA Puget Sound Health Care System,950
12/20/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Lake Union 10K,S16AU031,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Multiple Neighborhoods,"4, 7",North,Run for Good Racing Co./5 Focus,1300
04/05/2016 12:00:00 AM,Complete,Special Event,Community,,BEGO Ethiopian Cultural Music and Arts Festival,S16AU050,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Central District,2,East,BEGO,950
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Greaseball,S16AU263,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Duwamish / SODO,2,South,"Sea Deli, Inc",325
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.14),S16AU077,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
06/13/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Rave Foundation Beer Garden at the NINETY,S16AU346,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Pioneer Square,2,West,Rave Foundation,85
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,Big Day Of Play,S16AU271,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,City of Seattle Parks and Recreation Department,2500
06/28/2016 12:00:00 AM,Complete,Special Event,Community,,Live in D5,S16AU371,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Northgate / Maple Leaf,5,North,"City of Seattle, City Council Member Debora Juarez",110
04/27/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Car Show,S16AU268,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Magnolia,7,West,Werner's Crash Shop/Magnolia Chamber of Commerce,880
06/21/2016 12:00:00 AM,Cancelled,Special Event,Community,,Magnuson Series Beer Garden,S16AU360,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Laurelhurst / Sand Point,4,North,Magnuson Series,60
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Rainier Valley Heritage Festival,S16AU260,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Foundation,3020
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Rainier Valley Heritage Festival Parade,S16AU261,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Foundation,3020
04/11/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Summer Parkways - Rainier Valley,S16AU243,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,Seattle Department of Transportation,3150
02/09/2016 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Block Party,S16AU118,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Vulcan Inc.,3025
07/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,EPOCH shows at Bad Jimmy's Brewing Co,S16AU381,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,Ballard,6,North,Kellyco Enterprises,420
04/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Sunset Supper at Pike Place Market,S16AU269,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,Downtown,7,West,Market Foundation,1600
04/14/2016 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Obliteride,S16AU249,08/12/2016 12:00:00 AM,08/14/2016 12:00:00 AM,Gas Works Park,Cascade / Eastlake / South Lake Union,"1, 2, 3, 4, 6, 7","North, West",Fred Hutchinson Cancer Research Center,5400
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (8.11),S16AU368,08/11/2016 12:00:00 AM,08/11/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610
07/19/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Miller Nash Graham and Dunn,S16AU399,08/11/2016 12:00:00 AM,08/11/2016 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,200
08/03/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Gen Next,S16AU420,08/11/2016 12:00:00 AM,08/11/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,20
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (8.9),S16AU311,08/09/2016 12:00:00 AM,08/09/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
05/11/2016 12:00:00 AM,Complete,Special Event,Community,,GPK,S16AU293,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Georgetown,2,South,GPK,4150
06/16/2016 12:00:00 AM,Complete,Special Event,Community,,Lake City Pioneer Days Parade,S16AU353,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,North Seattle Chamber of Commerce Parade Committee,4600
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Seafair Parade and Kid's Parade,S16AU212,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4800
04/08/2016 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Parade March,S16AU237,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Central District,3,East,Umoja Fest,975
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,"Nisargand - Lehnig Wedding August 6, 2016 Baraat",S16AU231,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Downtown,4,West,Megan Nisargand,20
07/19/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Studios Boathouse (8.6),S16AU398,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,80
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest and Art Show,S16AU211,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Magnolia,7,West,magnolia chamber of commerce,6808
03/31/2016 12:00:00 AM,Complete,Special Event,Community,,SalmonFest Seattle 2016,S16AU224,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,North Seattle Chamber of Commerce,10120
04/08/2016 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Rally,S16AU236,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Central District,3,East,Umoja Fest,4000
05/24/2016 12:00:00 AM,Issued,Special Event,Citywide,,Seafair Weekend,S16AU305,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Mt. Baker / North Rainier,"1, 2, 3, 4, 5, 6, 7","East, North, South, West",Seafair,175300
08/03/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Carpenters 4 Carpenters Rally and March to Trust Office,S16AU421,08/04/2016 12:00:00 AM,08/04/2016 12:00:00 AM,,Belltown,7,West,Carpenters 4 Carpenters,250
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (8.4),S16AU367,08/04/2016 12:00:00 AM,08/04/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (8.2),S16AU310,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
12/03/2015 12:00:00 AM,Complete,Special Event,Community,,The 2016 Belltown Bash,S16AU017,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Belltown,7,West,"CWD Group, Inc.",640
06/28/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Miss DiJulio Hydro Rally,S16AU373,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Downtown,7,West,"Miss DiJulio Racing, LLC",151
02/02/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,The Four-Twenty Games Seattle,S16JY106,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,The Four-Twenty Games,600
05/13/2016 12:00:00 AM,Complete,Special Event,Community,,Pista sa Nayon,S16JY296,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,,Seward Park,2,South,Pista sa Nayon,10000
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.31),S16JY076,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
06/13/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Rave Foundation Beer Garden at The NINETY,S16JY345,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,,Pioneer Square,2,West,Rave Foundation,85
04/18/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Seattle Dragon Boat Festival,S16JY252,07/30/2016 12:00:00 AM,07/30/2016 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Paddlepult,1600
04/22/2016 12:00:00 AM,Issued,Special Event,Citywide,,Torchlight Parade at Seafair,S16JY257,07/30/2016 12:00:00 AM,07/30/2016 12:00:00 AM,,Downtown,7,West,Seafair,251000
07/19/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Fare Start,S16JY397,07/30/2016 12:00:00 AM,07/30/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
12/01/2015 12:00:00 AM,Complete,Special Event,Commercial,,Clips Beer and Film Tour,S16JY007,07/29/2016 12:00:00 AM,07/29/2016 12:00:00 AM,Gas Works Park,Montlake / Portage Bay,4,West,The World is Fun,2500
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (7.28),S16JY366,07/28/2016 12:00:00 AM,07/28/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Seafair Parade,S16JY149,07/27/2016 12:00:00 AM,07/27/2016 12:00:00 AM,,Greenwood / Phinney Ridge,6,North,Phinney Neighborhood Assn,4500
05/26/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Eats and Beats (7.26),S16JY308,07/26/2016 12:00:00 AM,07/26/2016 12:00:00 AM,,Downtown,7,West,Seafair,200
02/11/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Other,Bat 'N' Rouge,S16JY123,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Area Support Groups,330
07/13/2016 12:00:00 AM,Complete,Special Event,Free Speech,,St. Gebreal Ethiopian Orthodox Celebration,S16JY391,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Central District,2,West,St. Gebreal Ethiopian Orthodox Church,710
06/07/2016 12:00:00 AM,Complete,Special Event,Community,,Chinatown Seafair Parade,S16JY338,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,International District,2,West,The Greater Seattle Chinese Chamber of Commerce,9500
05/18/2016 12:00:00 AM,Complete,Special Event,Commercial,,St. James Cathedral Parish Picnic,S16JY299,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,First Hill,3,East,St. James Cathedral,520
12/21/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Float Dodger 5K,S16JY032,07/23/2016 12:00:00 AM,07/23/2016 12:00:00 AM,,West Seattle,1,Southwest,Run for Good Racing Co./5 Focus,650
